ward_no,Areaname,crime_type,arrest,year,crime_location,latitude,longitude
1,Rogers Park,BURGLARY,f,2015,APARTMENT,41.89573331,-87.68745748
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,OTHER,41.90909834,-87.66880706
1,Rogers Park,OTHER OFFENSE,f,2015,WAREHOUSE,41.90450135,-87.6682633
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90712713,-87.67820998
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.91275747,-87.69808733
1,Rogers Park,THEFT,t,2015,SMALL RETAIL STORE,41.89589602,-87.67791339
1,Rogers Park,THEFT,f,2015,STREET,41.93229446,-87.68546805
1,Rogers Park,THEFT,f,2015,CTA TRAIN,41.90334335,-87.66780144
1,Rogers Park,THEFT,f,2015,RESIDENCE,,
1,Rogers Park,THEFT,t,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,BURGLARY,t,2015,RESIDENCE PORCH/HALLWAY,,
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.93492906,-87.68064888
1,Rogers Park,ROBBERY,f,2015,SIDEWALK,41.90522009,-87.67488656
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,TAXICAB,41.90112258,-87.69523831
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92882233,-87.68778161
1,Rogers Park,BATTERY,t,2015,SIDEWALK,41.91062494,-87.66799767
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92882233,-87.68778161
1,Rogers Park,THEFT,f,2015,STREET,41.90630974,-87.67110258
1,Rogers Park,THEFT,f,2015,MOVIE HOUSE/THEATER,41.92882233,-87.68778161
1,Rogers Park,THEFT,f,2015,STREET,41.90377403,-87.67971731
1,Rogers Park,CRIMINAL DAMAGE,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92964422,-87.68413146
1,Rogers Park,BURGLARY,t,2015,"SCHOOL, PRIVATE, BUILDING",41.90026002,-87.69016313
1,Rogers Park,THEFT,f,2015,STREET,41.90937479,-87.68597538
1,Rogers Park,THEFT,f,2015,STREET,41.90118974,-87.66743444
1,Rogers Park,BATTERY,f,2015,RESIDENCE,41.90330013,-87.67029247
1,Rogers Park,THEFT,f,2015,BAR OR TAVERN,41.90317926,-87.67791973
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,SPORTS ARENA/STADIUM,41.91312254,-87.69217962
1,Rogers Park,WEAPONS VIOLATION,t,2015,VEHICLE NON-COMMERCIAL,41.91101881,-87.68845333
1,Rogers Park,ROBBERY,f,2015,VEHICLE NON-COMMERCIAL,41.89478541,-87.6780533
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.89886583,-87.67226308
1,Rogers Park,THEFT,t,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,THEFT,f,2015,STREET,41.92585779,-87.69500659
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.90332069,-87.66910207
1,Rogers Park,THEFT,f,2015,STREET,41.90779403,-87.67342738
1,Rogers Park,NARCOTICS,t,2015,VEHICLE NON-COMMERCIAL,,
1,Rogers Park,THEFT,f,2015,"SCHOOL, PUBLIC, GROUNDS",41.9077365,-87.66396091
1,Rogers Park,ROBBERY,f,2015,GROCERY FOOD STORE,41.89523856,-87.68683072
1,Rogers Park,THEFT,f,2015,STREET,41.9090189,-87.67742282
1,Rogers Park,THEFT,f,2015,APARTMENT,41.91666527,-87.68824584
1,Rogers Park,THEFT,f,2015,COMMERCIAL / BUSINESS OFFICE,41.93482439,-87.69769934
1,Rogers Park,ASSAULT,t,2015,STREET,41.93658402,-87.68407211
1,Rogers Park,THEFT,f,2015,STREET,41.89540777,-87.67459435
1,Rogers Park,BATTERY,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.90235121,-87.67277446
1,Rogers Park,THEFT,f,2015,GROCERY FOOD STORE,41.906276,-87.67001188
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.93285298,-87.69158881
1,Rogers Park,THEFT,f,2015,OTHER,41.92882233,-87.68778161
1,Rogers Park,CRIMINAL DAMAGE,f,2015,COMMERCIAL / BUSINESS OFFICE,41.91053485,-87.67426617
1,Rogers Park,THEFT,f,2015,STREET,41.90554594,-87.68343156
1,Rogers Park,THEFT,f,2015,NURSING HOME/RETIREMENT HOME,41.91754636,-87.6907281
1,Rogers Park,CRIMINAL DAMAGE,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.9344071,-87.68734307
1,Rogers Park,THEFT,f,2015,STREET,41.90551177,-87.67359047
1,Rogers Park,OTHER OFFENSE,f,2015,RESIDENCE,41.90909834,-87.66880706
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.90202794,-87.69322365
1,Rogers Park,ROBBERY,f,2015,VEHICLE NON-COMMERCIAL,41.90484923,-87.67147768
1,Rogers Park,BATTERY,f,2015,SIDEWALK,41.9321613,-87.68862629
1,Rogers Park,THEFT,f,2015,STREET,41.90017924,-87.67350578
1,Rogers Park,THEFT,f,2015,STREET,41.91068922,-87.69577494
1,Rogers Park,THEFT,f,2015,CTA BUS,41.89597138,-87.68684904
1,Rogers Park,THEFT,t,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.90400357,-87.66618561
1,Rogers Park,THEFT,f,2015,OTHER,,
1,Rogers Park,THEFT,f,2015,STREET,41.90819002,-87.67404783
1,Rogers Park,BATTERY,f,2015,ALLEY,41.91599076,-87.68737084
1,Rogers Park,THEFT,f,2015,STREET,41.9148022,-87.69467588
1,Rogers Park,THEFT,f,2015,STREET,41.9148022,-87.69467588
1,Rogers Park,THEFT,f,2015,STREET,41.90522009,-87.67488656
1,Rogers Park,ARSON,f,2015,RESIDENCE,41.90254725,-87.66870234
1,Rogers Park,THEFT,f,2015,RESIDENCE,41.90245347,-87.66625318
1,Rogers Park,CRIMINAL DAMAGE,t,2015,SIDEWALK,41.91435885,-87.69588171
1,Rogers Park,BATTERY,f,2015,VEHICLE NON-COMMERCIAL,41.90616538,-87.66513083
1,Rogers Park,THEFT,f,2015,SMALL RETAIL STORE,41.92959441,-87.68405847
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,OTHER,41.91754015,-87.69158059
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.91904783,-87.69275964
1,Rogers Park,BATTERY,f,2015,STREET,41.91941355,-87.69436902
1,Rogers Park,BATTERY,t,2015,OTHER,41.90988189,-87.67669025
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.91906446,-87.69278887
1,Rogers Park,THEFT,f,2015,ATHLETIC CLUB,41.93004949,-87.68592073
1,Rogers Park,CRIMINAL DAMAGE,f,2015,GAS STATION,41.90340283,-87.66292986
1,Rogers Park,THEFT,f,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,CRIMINAL DAMAGE,f,2015,OTHER,,
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.91473583,-87.68625188
1,Rogers Park,THEFT,t,2015,DEPARTMENT STORE,41.92974382,-87.68427378
1,Rogers Park,OTHER OFFENSE,t,2015,COMMERCIAL / BUSINESS OFFICE,41.93004949,-87.68592073
1,Rogers Park,ASSAULT,t,2015,DRUG STORE,41.90351448,-87.66749844
1,Rogers Park,THEFT,f,2015,STREET,41.91775829,-87.68741548
1,Rogers Park,THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),,
1,Rogers Park,THEFT,f,2015,BAR OR TAVERN,41.90328978,-87.67087665
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.89968348,-87.66891203
1,Rogers Park,THEFT,t,2015,DEPARTMENT STORE,41.92974382,-87.68427378
1,Rogers Park,THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.91315415,-87.68851266
1,Rogers Park,THEFT,f,2015,RESIDENCE,41.91858154,-87.68789953
1,Rogers Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.90531909,-87.6773211
1,Rogers Park,CRIMINAL DAMAGE,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.93794614,-87.69009699
1,Rogers Park,BURGLARY,f,2015,RESIDENCE,41.90599238,-87.67844934
1,Rogers Park,THEFT,t,2015,SMALL RETAIL STORE,41.92837417,-87.68228486
1,Rogers Park,THEFT,f,2015,DRIVEWAY - RESIDENTIAL,41.89236955,-87.67071772
1,Rogers Park,THEFT,f,2015,MEDICAL/DENTAL OFFICE,,
1,Rogers Park,THEFT,f,2015,STREET,41.92501258,-87.69009096
1,Rogers Park,THEFT,t,2015,DEPARTMENT STORE,41.92974382,-87.68427378
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.89240205,-87.66874509
1,Rogers Park,BATTERY,f,2015,RESIDENCE,41.91398833,-87.68801194
1,Rogers Park,CRIMINAL TRESPASS,t,2015,RESIDENCE,41.9331222,-87.68918993
1,Rogers Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.89236811,-87.67094545
1,Rogers Park,CRIMINAL TRESPASS,f,2015,RESIDENCE-GARAGE,41.91473142,-87.68644297
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.9049935,-87.67797097
1,Rogers Park,BATTERY,f,2015,RESIDENCE,,
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90687642,-87.67038772
1,Rogers Park,THEFT,f,2015,RESIDENCE,,
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.89400394,-87.68250916
1,Rogers Park,ASSAULT,f,2015,APARTMENT,41.92487042,-87.69067666
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.89602917,-87.67003711
1,Rogers Park,THEFT,f,2015,STREET,41.93112522,-87.68786864
1,Rogers Park,BATTERY,f,2015,SIDEWALK,41.89846148,-87.68752916
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.91398833,-87.68801194
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,RESTAURANT,41.90669464,-87.67170108
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.8957722,-87.68510637
1,Rogers Park,CRIMINAL TRESPASS,f,2015,STREET,41.91100234,-87.68845349
1,Rogers Park,CRIMINAL TRESPASS,f,2015,OTHER,41.90328026,-87.67160409
1,Rogers Park,THEFT,f,2015,OTHER,41.90328026,-87.67160409
1,Rogers Park,THEFT,f,2015,STREET,41.90819002,-87.67404783
1,Rogers Park,THEFT,t,2015,DEPARTMENT STORE,41.92974382,-87.68427378
1,Rogers Park,THEFT,f,2015,COMMERCIAL / BUSINESS OFFICE,41.91045517,-87.67904664
1,Rogers Park,THEFT,f,2015,STREET,41.90535151,-87.66959164
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,APARTMENT,41.90628085,-87.67562507
1,Rogers Park,THEFT,f,2015,STREET,41.89509623,-87.67100541
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,CREDIT UNION,41.89588763,-87.67836526
1,Rogers Park,THEFT,f,2015,STREET,41.90066187,-87.68452062
1,Rogers Park,ASSAULT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.8960047,-87.67150289
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,OTHER,,
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90599006,-87.67852283
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90164463,-87.67111773
1,Rogers Park,OTHER OFFENSE,f,2015,RESIDENCE,41.90164463,-87.67111773
1,Rogers Park,SEX OFFENSE,f,2015,SIDEWALK,41.90759169,-87.677386
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.90603462,-87.66624161
1,Rogers Park,CRIMINAL DAMAGE,f,2015,ALLEY,41.90535151,-87.66959164
1,Rogers Park,BURGLARY,f,2015,RESIDENCE,41.90599238,-87.67844934
1,Rogers Park,THEFT,f,2015,ATHLETIC CLUB,41.93004949,-87.68592073
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90622387,-87.67096387
1,Rogers Park,THEFT,f,2015,STREET,41.90819002,-87.67404783
1,Rogers Park,THEFT,f,2015,ALLEY,41.90579466,-87.67029605
1,Rogers Park,OTHER OFFENSE,t,2015,DEPARTMENT STORE,41.91023642,-87.69527981
1,Rogers Park,THEFT,t,2015,DEPARTMENT STORE,41.92974382,-87.68427378
1,Rogers Park,THEFT,t,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,ASSAULT,t,2015,STREET,41.89423926,-87.68190441
1,Rogers Park,THEFT,f,2015,BAR OR TAVERN,41.90316881,-87.67849289
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,BAR OR TAVERN,41.90316881,-87.67849289
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.91455255,-87.68977349
1,Rogers Park,ASSAULT,t,2015,BAR OR TAVERN,41.89577438,-87.68500718
1,Rogers Park,BATTERY,f,2015,SIDEWALK,41.90317926,-87.67791973
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.90628085,-87.67562507
1,Rogers Park,THEFT,f,2015,STREET,41.914825,-87.69089134
1,Rogers Park,THEFT,f,2015,BAR OR TAVERN,41.90328765,-87.6709832
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.915734,-87.69051849
1,Rogers Park,CRIMINAL DAMAGE,f,2015,OTHER,41.90150035,-87.66989233
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,,
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92974382,-87.68427378
1,Rogers Park,THEFT,f,2015,STREET,41.90651258,-87.67535819
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,GAS STATION,41.90340283,-87.66292986
1,Rogers Park,ROBBERY,f,2015,STREET,41.90573546,-87.6662337
1,Rogers Park,BATTERY,f,2015,BAR OR TAVERN,41.91060762,-87.66927268
1,Rogers Park,CRIMINAL TRESPASS,f,2015,BAR OR TAVERN,41.89584682,-87.6808376
1,Rogers Park,ROBBERY,f,2015,SIDEWALK,41.92845252,-87.68838802
1,Rogers Park,ROBBERY,f,2015,PARK PROPERTY,41.90742151,-87.67738039
1,Rogers Park,OTHER OFFENSE,f,2015,TAVERN/LIQUOR STORE,41.90492227,-87.66892016
1,Rogers Park,BATTERY,t,2015,MOVIE HOUSE/THEATER,41.92882233,-87.68778161
1,Rogers Park,THEFT,f,2015,STREET,41.92964422,-87.68413146
1,Rogers Park,THEFT,f,2015,STREET,41.91090758,-87.68235952
1,Rogers Park,THEFT,f,2015,STREET,41.92509219,-87.68765018
1,Rogers Park,THEFT,f,2015,STREET,41.92222867,-87.6962627
1,Rogers Park,THEFT,f,2015,STREET,41.91288242,-87.69095124
1,Rogers Park,BATTERY,f,2015,SIDEWALK,41.89553021,-87.66727653
1,Rogers Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.90428901,-87.67045857
1,Rogers Park,ASSAULT,f,2015,STREET,41.90351448,-87.66749844
1,Rogers Park,THEFT,f,2015,STREET,41.90875032,-87.68230796
1,Rogers Park,THEFT,f,2015,RESIDENCE,41.91120392,-87.69456847
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.89407919,-87.6778879
1,Rogers Park,THEFT,f,2015,"SCHOOL, PUBLIC, BUILDING",,
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.9077365,-87.66396091
1,Rogers Park,THEFT,f,2015,OTHER,41.93004949,-87.68592073
1,Rogers Park,THEFT,f,2015,OTHER,41.93004949,-87.68592073
1,Rogers Park,BATTERY,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.90317694,-87.67799322
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.91251313,-87.69460685
1,Rogers Park,THEFT,f,2015,RESIDENCE,41.90928767,-87.66643552
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.90599268,-87.67850077
1,Rogers Park,THEFT,t,2015,SMALL RETAIL STORE,41.91047004,-87.67828601
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.91910437,-87.69453377
1,Rogers Park,THEFT,f,2015,RESTAURANT,41.89589764,-87.67771504
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.93470395,-87.69036111
1,Rogers Park,THEFT,f,2015,STREET,41.89240205,-87.66874509
1,Rogers Park,THEFT,f,2015,STREET,41.90969914,-87.67640556
1,Rogers Park,THEFT,f,2015,STREET,41.89229502,-87.67541599
1,Rogers Park,BURGLARY,t,2015,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,,
1,Rogers Park,THEFT,f,2015,OTHER,41.93004949,-87.68592073
1,Rogers Park,THEFT,f,2015,STREET,41.89484978,-87.68553074
1,Rogers Park,THEFT,f,2015,STREET,41.92234775,-87.69645626
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.91482416,-87.69074071
1,Rogers Park,THEFT,f,2015,STREET,41.91034416,-87.68560556
1,Rogers Park,THEFT,f,2015,STREET,41.90407341,-87.66262897
1,Rogers Park,THEFT,f,2015,STREET,41.90431817,-87.66507295
1,Rogers Park,THEFT,f,2015,STREET,41.89419548,-87.68435101
1,Rogers Park,ASSAULT,f,2015,COMMERCIAL / BUSINESS OFFICE,41.90537642,-87.66962812
1,Rogers Park,THEFT,t,2015,SMALL RETAIL STORE,41.92974382,-87.68427378
1,Rogers Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.90590027,-87.66390295
1,Rogers Park,BURGLARY,t,2015,RESIDENCE,41.91284675,-87.6909516
1,Rogers Park,BURGLARY,f,2015,APARTMENT,41.93334237,-87.67959191
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.93334237,-87.67959191
1,Rogers Park,THEFT,f,2015,STREET,41.90224852,-87.67784109
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.90135105,-87.69437648
1,Rogers Park,BURGLARY,f,2015,RESIDENCE-GARAGE,41.90135328,-87.6686633
1,Rogers Park,CRIMINAL TRESPASS,f,2015,RESIDENCE,41.90028518,-87.68780098
1,Rogers Park,THEFT,f,2015,STREET,41.92898668,-87.68723974
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,,
1,Rogers Park,THEFT,f,2015,SMALL RETAIL STORE,41.9184316,-87.69003213
1,Rogers Park,BURGLARY,f,2015,RESIDENCE,,
1,Rogers Park,THEFT,f,2015,OTHER,41.91060823,-87.66937921
1,Rogers Park,THEFT,f,2015,STREET,41.90741612,-87.67499992
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.91353096,-87.68428008
1,Rogers Park,ROBBERY,f,2015,SIDEWALK,41.90203515,-87.69254768
1,Rogers Park,OTHER OFFENSE,f,2015,COMMERCIAL / BUSINESS OFFICE,41.92898668,-87.68723974
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.91255445,-87.68972008
1,Rogers Park,BATTERY,t,2015,RESIDENCE,41.91288791,-87.68850432
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90275146,-87.66747699
1,Rogers Park,BURGLARY,f,2015,CONSTRUCTION SITE,41.89403244,-87.68076057
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.93063767,-87.68656893
1,Rogers Park,BATTERY,f,2015,"SCHOOL, PUBLIC, GROUNDS",41.91277923,-87.69706208
1,Rogers Park,THEFT,f,2015,SMALL RETAIL STORE,41.90351448,-87.66749844
1,Rogers Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.90067559,-87.68452049
1,Rogers Park,BURGLARY,f,2015,APARTMENT,41.91574996,-87.68847183
1,Rogers Park,BATTERY,t,2015,APARTMENT,41.91207832,-87.69389477
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90856054,-87.67740914
1,Rogers Park,BURGLARY,f,2015,RESIDENCE,41.90147406,-87.66866939
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.90167089,-87.67234068
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,OTHER,41.89779463,-87.67305283
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.90924177,-87.68965049
1,Rogers Park,THEFT,f,2015,STREET,41.93131945,-87.68047987
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.90580669,-87.68343994
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,GROCERY FOOD STORE,41.89589602,-87.67791339
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.90841174,-87.67251728
1,Rogers Park,THEFT,f,2015,OTHER,41.93004949,-87.68592073
1,Rogers Park,THEFT,f,2015,VEHICLE NON-COMMERCIAL,41.934336,-87.67818519
1,Rogers Park,CRIMINAL DAMAGE,f,2015,ALLEY,41.90321817,-87.67560508
1,Rogers Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.91482128,-87.69712262
1,Rogers Park,BATTERY,f,2015,RESIDENCE,41.93125005,-87.69153506
1,Rogers Park,THEFT,f,2015,STREET,41.89573228,-87.68776235
1,Rogers Park,BATTERY,f,2015,APARTMENT,41.91021155,-87.69772315
1,Rogers Park,BATTERY,f,2015,STREET,41.92212656,-87.69369156
1,Rogers Park,THEFT,f,2015,STREET,41.89591681,-87.67674884
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.91571521,-87.69255782
1,Rogers Park,THEFT,f,2015,STREET,41.90433464,-87.66507277
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.91110498,-87.69701258
1,Rogers Park,ROBBERY,f,2015,RESTAURANT,41.9033043,-87.67006468
1,Rogers Park,BURGLARY,f,2015,APARTMENT,41.90112096,-87.69544036
1,Rogers Park,THEFT,f,2015,SMALL RETAIL STORE,41.90757803,-87.67308795
1,Rogers Park,THEFT,f,2015,STREET,41.91037052,-87.68395574
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.89506297,-87.67285324
1,Rogers Park,BATTERY,f,2015,OTHER,41.91932341,-87.69149291
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,,,
1,Rogers Park,BATTERY,f,2015,RESIDENCE,41.89688936,-87.6731099
1,Rogers Park,BATTERY,f,2015,VEHICLE NON-COMMERCIAL,41.91756509,-87.68770769
1,Rogers Park,BATTERY,t,2015,BAR OR TAVERN,41.90492227,-87.66892016
1,Rogers Park,MOTOR VEHICLE THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),,
1,Rogers Park,OTHER OFFENSE,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92974382,-87.68427378
1,Rogers Park,THEFT,f,2015,STREET,41.90504686,-87.66910989
1,Rogers Park,OTHER OFFENSE,f,2015,TAVERN/LIQUOR STORE,41.90335438,-87.66686461
1,Rogers Park,DECEPTIVE PRACTICE,f,2015,TAXICAB,41.94038383,-87.68633813
1,Rogers Park,THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.90753499,-87.66517165
1,Rogers Park,THEFT,f,2015,DEPARTMENT STORE,41.9184316,-87.69003213
1,Rogers Park,THEFT,f,2015,DEPARTMENT STORE,41.90977667,-87.676526
1,Rogers Park,THEFT,f,2015,RESIDENCE-GARAGE,41.89332421,-87.66828744
1,Rogers Park,CRIMINAL DAMAGE,f,2015,STREET,41.90588885,-87.67044936
1,Rogers Park,NARCOTICS,t,2015,STREET,41.89177682,-87.67693448
1,Rogers Park,THEFT,f,2015,PARKING LOT/GARAGE(NON.RESID.),41.92974382,-87.68427378
1,Rogers Park,BURGLARY,f,2015,RESIDENCE,41.91568095,-87.69626536
2,West Ridge,BATTERY,f,2015,OTHER,,
2,West Ridge,BATTERY,f,2015,APARTMENT,41.87756511,-87.68479102
2,West Ridge,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.87742729,-87.69694653
2,West Ridge,OFFENSE INVOLVING CHILDREN,f,2015,POLICE FACILITY/VEH PARKING LOT,,
2,West Ridge,CRIMINAL TRESPASS,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.88194442,-87.63419529
2,West Ridge,ARSON,f,2015,RESIDENCE PORCH/HALLWAY,41.84402694,-87.62210081
2,West Ridge,MOTOR VEHICLE THEFT,t,2015,STREET,41.87812819,-87.68878044
2,West Ridge,THEFT,f,2015,STREET,41.87072467,-87.62859729
2,West Ridge,CRIMINAL DAMAGE,f,2015,HOSPITAL BUILDING/GROUNDS,,
2,West Ridge,THEFT,f,2015,HOTEL/MOTEL,41.85194955,-87.61899592
2,West Ridge,THEFT,f,2015,STREET,41.88055596,-87.64192187
2,West Ridge,BURGLARY,f,2015,APARTMENT,,
2,West Ridge,DECEPTIVE PRACTICE,f,2015,OTHER,41.86743028,-87.62615531
2,West Ridge,DECEPTIVE PRACTICE,t,2015,STREET,41.86701385,-87.62582213
2,West Ridge,DECEPTIVE PRACTICE,f,2015,OTHER,41.8672344,-87.64130179
2,West Ridge,THEFT,f,2015,OTHER,41.86854191,-87.63923536
2,West Ridge,THEFT,f,2015,OTHER,41.8672344,-87.64130179
2,West Ridge,DECEPTIVE PRACTICE,f,2015,BANK,,
2,West Ridge,DECEPTIVE PRACTICE,f,2015,BANK,41.88113116,-87.63674529
2,West Ridge,DECEPTIVE PRACTICE,f,2015,HOSPITAL BUILDING/GROUNDS,41.84680198,-87.62352713
2,West Ridge,ROBBERY,t,2015,STREET,41.86755182,-87.65914123
2,West Ridge,ROBBERY,f,2015,STREET,41.87407158,-87.67464826
2,West Ridge,THEFT,f,2015,SIDEWALK,41.87825569,-87.62560635
2,West Ridge,ASSAULT,f,2015,HOSPITAL BUILDING/GROUNDS,41.87407739,-87.67422595
2,West Ridge,BATTERY,f,2015,APARTMENT,41.87287398,-87.69683749
2,West Ridge,MOTOR VEHICLE THEFT,f,2015,GAS STATION,41.87628929,-87.70107767
2,West Ridge,ASSAULT,f,2015,STREET,41.8456018,-87.62604342
2,West Ridge,BATTERY,f,2015,CHA PARKING LOT/GROUNDS,41.86609917,-87.65991645
2,West Ridge,DECEPTIVE PRACTICE,f,2015,ATM (AUTOMATIC TELLER MACHINE),,
2,West Ridge,THEFT,f,2015,APARTMENT,41.87968209,-87.66820125
2,West Ridge,DECEPTIVE PRACTICE,f,2015,RESIDENCE,,
2,West Ridge,THEFT,f,2015,CTA TRAIN,41.8745492,-87.6862535
2,West Ridge,BATTERY,f,2015,APARTMENT,41.87989984,-87.68322514
2,West Ridge,OTHER OFFENSE,f,2015,OTHER,41.85629497,-87.62229526
2,West Ridge,OTHER OFFENSE,f,2015,OTHER,41.86221827,-87.63908716
2,West Ridge,DECEPTIVE PRACTICE,f,2015,STREET,41.87899686,-87.63958491
2,West Ridge,MOTOR VEHICLE THEFT,t,2015,STREET,41.88393862,-87.68309239
2,West Ridge,THEFT,f,2015,DEPARTMENT STORE,41.87133401,-87.624159
2,West Ridge,DECEPTIVE PRACTICE,f,2015,STREET,41.84702715,-87.62355034
2,West Ridge,THEFT,f,2015,CTA BUS STOP,,
2,West Ridge,THEFT,f,2015,STREET,41.84402694,-87.62210081
2,West Ridge,CRIMINAL DAMAGE,f,2015,STREET,41.84580436,-87.61886609
2,West Ridge,THEFT,f,2015,SMALL RETAIL STORE,41.87412806,-87.63361957
2,West Ridge,DECEPTIVE PRACTICE,f,2015,STREET,41.84686303,-87.62053526
2,West Ridge,BURGLARY,f,2015,APARTMENT,41.8770715,-87.68875434
2,West Ridge,NARCOTICS,t,2015,STREET,41.87846589,-87.64255028
